gender,metric,months,median,source
Nữ,HFA,58,108.4,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,HFA,59,108.9,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,HFA,60,109.4,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,HFA,61,109.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,62,110.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,63,110.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,64,111.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,65,111.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,66,112.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,67,112.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,68,113.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,69,113.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,70,114.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,71,114.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,72,115.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,73,115.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,74,116.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,75,116.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,76,117,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,77,117.5,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,78,118,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,79,118.4,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,80,118.9,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,81,119.4,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,82,119.9,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,83,120.3,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,84,120.8,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,85,121.3,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,86,121.8,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,87,122.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,88,122.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,89,123.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,90,123.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,91,124.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,92,124.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,93,125.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,94,125.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,95,126.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,96,126.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,97,127,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,98,127.5,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,99,128,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,100,128.5,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,101,129,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,102,129.5,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,103,130,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,104,130.5,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,105,131,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,106,131.5,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,107,132,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,108,132.5,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,109,133,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,110,133.5,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,111,134,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,112,134.5,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,113,135,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,114,135.5,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,115,136.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,116,136.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,117,137.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,118,137.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,119,138.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,120,138.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,121,139.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,122,139.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,123,140.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,124,140.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,125,141.3,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,126,141.8,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,127,142.3,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,128,142.9,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,129,143.4,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,130,143.9,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,131,144.5,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,132,145,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,133,145.5,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,134,146.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,135,146.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,136,147.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,137,147.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,138,148.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,139,148.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,140,149.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,141,149.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,142,150.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,143,150.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,144,151.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,145,151.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,146,152.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,147,152.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,148,153.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,149,153.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,150,154,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,151,154.4,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,152,154.8,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,153,155.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,154,155.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,155,156,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,156,156.4,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,157,156.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,158,157.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,159,157.4,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,160,157.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,161,158,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,162,158.3,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,163,158.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,164,158.8,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,165,159.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,166,159.3,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,167,159.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,168,159.8,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,169,160,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,170,160.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,171,160.4,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,172,160.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,173,160.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,174,160.9,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,175,161,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,176,161.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,177,161.3,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,178,161.4,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,179,161.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,180,161.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,181,161.8,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,182,161.9,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,183,162,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,184,162,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,185,162.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,186,162.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,187,162.3,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,188,162.3,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,189,162.4,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,190,162.4,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,191,162.5,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,192,162.5,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,193,162.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,194,162.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,195,162.6,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,196,162.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,197,162.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,198,162.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,199,162.7,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,200,162.8,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,201,162.8,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,202,162.8,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,203,162.8,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,204,162.9,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,205,162.9,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,206,162.9,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,207,162.9,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,208,162.9,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,209,162.9,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,210,163,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,211,163,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,212,163,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,213,163,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,214,163,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,215,163,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,216,163.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,217,163.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,218,163.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,219,163.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,220,163.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,221,163.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,222,163.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,223,163.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,224,163.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,225,163.1,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,226,163.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,227,163.2,WHO Growth Reference 2007 (61-228 thang)
Nữ,HFA,228,163.2,WHO Growth Reference 2007 (61-228 thang)
Nam,WFA,0,3.3,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,1,4.5,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,2,5.6,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,3,6.4,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,4,7,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,5,7.5,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,6,7.9,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,7,8.3,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,8,8.6,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,9,8.9,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,10,9.2,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,11,9.4,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,12,9.6,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,13,9.9,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,14,10.1,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,15,10.3,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,16,10.5,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,17,10.7,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,18,10.9,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,19,11.1,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,20,11.3,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,21,11.5,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,22,11.8,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,23,12,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,24,12.1,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,25,12.4,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,26,12.5,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,27,12.7,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,28,12.9,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,29,13.1,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,30,13.3,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,31,13.5,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,32,13.7,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,33,13.8,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,34,14,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,35,14.2,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,36,14.3,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,37,14.5,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,38,14.7,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,39,14.8,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,40,15,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,41,15.2,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,42,15.3,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,43,15.5,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,44,15.7,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,45,15.9,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,46,16,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,47,16.2,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,48,16.3,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,49,16.5,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,50,16.7,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,51,16.8,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,52,17,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,53,17.2,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,54,17.3,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,55,17.5,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,56,17.7,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,57,17.8,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,58,18,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,59,18.2,WHO Child Growth Standards 2006 (0-60 thang)
Nam,WFA,60,18.3,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,0,3.2,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,1,4.2,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,2,5.1,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,3,5.8,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,4,6.4,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,5,6.9,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,6,7.3,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,7,7.6,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,8,7.9,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,9,8.2,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,10,8.5,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,11,8.7,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,12,8.9,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,13,9.2,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,14,9.4,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,15,9.6,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,16,9.8,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,17,10,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,18,10.2,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,19,10.4,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,20,10.6,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,21,10.9,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,22,11.1,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,23,11.3,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,24,11.5,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,25,11.7,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,26,11.9,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,27,12.1,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,28,12.3,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,29,12.5,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,30,12.7,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,31,12.9,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,32,13.1,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,33,13.3,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,34,13.5,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,35,13.7,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,36,13.9,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,37,14,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,38,14.2,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,39,14.4,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,40,14.6,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,41,14.8,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,42,15,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,43,15.2,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,44,15.3,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,45,15.5,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,46,15.7,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,47,15.9,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,48,16.1,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,49,16.2,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,50,16.4,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,51,16.6,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,52,16.8,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,53,17,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,54,17.2,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,55,17.3,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,56,17.5,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,57,17.7,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,58,17.9,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,59,18,WHO Child Growth Standards 2006 (0-60 thang)
Nữ,WFA,60,18.2,WHO Child Growth Standards 2006 (0-60 thang)